url,source_pages,http_status,final_url,request_error,interpretation,follow_up
https://thehidestudiocornwall.co.uk/wood-turning/,/top-holiday-ideas-bude/,526,https://thehidestudiocornwall.co.uk/wood-turning/,,uncertain; manual check,TLS error response during audit; recheck directly
https://thevenuebude.co.uk/,/bude-whats-on-guide-october-half-term-2024/; /top-holiday-ideas-bude/,200,https://www.thevenuebude.co.uk/,,HTTP success; content relevance not certified,
https://tools.google.com/dlpage/gaoptout,/privacy/,200,https://tools.google.com/dlpage/gaoptout,,HTTP success; content relevance not certified,
https://trethornegolfclub.com/,/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,200,https://trethornegolfclub.com/,,HTTP success; content relevance not certified,
https://wildwoodcornwall.co.uk/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.wildwoodcornwall.co.uk/,,HTTP success; content relevance not certified,
https://wmfarmprod.wpenginepowered.com/cottages/,/summerleaze-beach-top-20-uk-beach-l/,404,https://wmfarmprod.wpenginepowered.com/cottages/,,confirmed missing response during audit,
https://wmfarmprod.wpenginepowered.com/woodlands-manor-farm-local-beaches/,/the-best-bude-restaurants/,200,https://wmfarmprod.wpenginepowered.com/woodlands-manor-farm-local-beaches/,,HTTP success; content relevance not certified,
https://wmfarmprod.wpenginepowered.com/yurts/,/experience-an-unforgettable-family-winter-break/; /alpaca-walking-woodlands-manor-farm/; /our-brand-new-yurts-are-now-open/,404,https://wmfarmprod.wpenginepowered.com/yurts/,,confirmed missing response during audit,
https://www.2ndlyfe.co.uk/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://2ndlyfe.co.uk/,,HTTP success; content relevance not certified,
https://www.adeleparks.com/our-beautiful-mess,/bude-literary-festival-2026/,200,https://www.adeleparks.com/our-beautiful-mess,,HTTP success; content relevance not certified,
https://www.airbnb.co.uk/cornwall-england/stays/shepherds-huts,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.airbnb.co.uk/cornwall-england/stays/shepherds-huts,,HTTP success; content relevance not certified,
https://www.animal.co.uk/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.animal.co.uk/,,HTTP success; content relevance not certified,
https://www.annscottage.com/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.annscottage.com/,,HTTP success; content relevance not certified,
https://www.beachhousewidemouth.co.uk/,/bude-whats-on-guide-october-half-term-2024/,200,https://www.beachhousewidemouth.co.uk/,,HTTP success; content relevance not certified,
https://www.better.org.uk/leisure-centre/cornwall/bude-leisure-centre,/bude-whats-on-guide-october-half-term-2024/,200,https://www.better.org.uk/leisure-centre/cornwall/bude-leisure-centre,,HTTP success; content relevance not certified,
https://www.better.org.uk/leisure-centre/cornwall/bude-leisure-centre/swimming-bude-leisure-centre,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.better.org.uk/leisure-centre/cornwall/bude-leisure-centre/swimming,,HTTP success; content relevance not certified,
https://www.bigbluesurfschool.com/?gclid=CjwKCAjwmYCzBhA6EiwAxFwfgOJNolL98nXgUzQI0dRAsoljF5Y_-Gr8akXF64pgOGsbZVNDrFEuwhoCsFoQAvD_BwE,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.bigbluesurfschool.com/?gclid=CjwKCAjwmYCzBhA6EiwAxFwfgOJNolL98nXgUzQI0dRAsoljF5Y_-Gr8akXF64pgOGsbZVNDrFEuwhoCsFoQAvD_BwE,,HTTP success; content relevance not certified,
https://www.blushbude.com/,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.blushbude.com/,,HTTP success; content relevance not certified,
https://www.booking.com/traveller-review-awards/index.en-gb.html,/woodlands-manor-farm-wins-6-booking-com-traveller-choice-awards/,200,https://www.booking.com/traveller-review-awards/index.en-gb.html,,HTTP success; content relevance not certified,
https://www.bude-stratton.gov.uk/your-parks-green-spaces/pitch-putt/,/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,200,https://www.bude-stratton.gov.uk/pitch-putt-open/,,HTTP success; content relevance not certified,
https://www.budeful.com/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.budeful.com/,,HTTP success; content relevance not certified,
https://www.budejazzfestival.info/,/exciting-events-aplenty-in-bude-this-summer/,200,https://www.budejazzfestival.info/,,HTTP success; content relevance not certified,
https://www.budeseapool.org/,/things-to-do-in-bude/; /summerleaze-beach-top-20-uk-beach-l/; /wild-swimming-delights-near-woodlands-manor-farm/; /bude-whats-on-guide-october-half-term-2024/,200,https://www.budeseapool.org/,,HTTP success; content relevance not certified,
https://www.budeseapool.org/faqs/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.budeseapool.org/faqs/,,HTTP success; content relevance not certified,
https://www.campsites.co.uk/search/safari-tents-in-cornwall,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.campsites.co.uk/search/safari-tents-in-cornwall,,HTTP success; content relevance not certified,
https://www.canopyandstars.co.uk/find-your-wild/inspiration/what-to-pack-for-a-glamping-staycation/,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.canopyandstars.co.uk/find-your-wild/inspiration/what-to-pack-for-a-glamping-staycation/,,HTTP success; content relevance not certified,
https://www.clovelly.co.uk/,/things-to-do-in-bude/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.clovelly.co.uk/,,HTTP success; content relevance not certified,
https://www.clovellyfishingtrips.co.uk/,/sea-fishing-with-alastair-james-charters/,200,https://www.clovellyfishingtrips.co.uk/,,HTTP success; content relevance not certified,
https://www.cntraveller.com/gallery/best-restaurants-in-cornwall,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.cntraveller.com/gallery/best-restaurants-in-cornwall,,HTTP success; content relevance not certified,
https://www.coombebartoninn.com/,/places-to-eat-in-bude/,,,TypeError: fetch failed,hostname lookup failed independently,DNS ENOTFOUND confirmed during audit
https://www.cornishsecrets.co.uk/guide/50-best-pubs-bars-cornwall/,/bush-inn-morwenstow-best-pub-cornwall/,200,https://www.cornishsecrets.co.uk/guide/50-best-pubs-bars-cornwall/,,HTTP success; content relevance not certified,
https://www.curtisbrown.co.uk/client/grace-spence-green,/bude-literary-festival-2026/,200,https://www.curtisbrown.co.uk/client/grace-spence-green,,HTTP success; content relevance not certified,
https://www.edenproject.com/,/things-to-do-in-bude/; /bude-whats-on-guide-october-half-term-2024/; /discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.edenproject.com/,,HTTP success; content relevance not certified,
https://www.electricbakery.co/,/the-best-bude-restaurants/,200,https://www.electricbakery.co/,,HTTP success; content relevance not certified,
https://www.elements-life.info/,/the-best-bude-restaurants/,200,https://www.elements-life.info/,,HTTP success; content relevance not certified,
https://www.english-heritage.org.uk/visit/places/tintagel-castle/,/things-to-do-in-bude/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /bude-whats-on-guide-october-half-term-2024/; /discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.english-heritage.org.uk/visit/places/tintagel-castle/,,HTTP success; content relevance not certified,
https://www.exmoorzoo.co.uk/?utm_campaign=General&utm_source=google&utm_medium=ppc&utm_term=zoo%20exmoor&utm_content=4269422-e1-ng-me-c20207638539-g150398515395-a660165970308-uCjwKCAjwnei0BhB-EiwAA2xuBnSJ7rMC3fui9b8yBVVztP-9fpH9A13YygGfgWqHgyIReiKE4rlG2hoCAxsQAvD_BwE-cat11362450-kzoo%20exmoor-modexmoor&gad_source=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBnSJ7rMC3fui9b8yBVVztP-9fpH9A13YygGfgWqHgyIReiKE4rlG2hoCAxsQAvD_BwE,/bude-whats-on-guide-october-half-term-2024/,200,https://www.exmoorzoo.co.uk/?utm_campaign=General&utm_source=google&utm_medium=ppc&utm_term=zoo%20exmoor&utm_content=4269422-e1-ng-me-c20207638539-g150398515395-a660165970308-uCjwKCAjwnei0BhB-EiwAA2xuBnSJ7rMC3fui9b8yBVVztP-9fpH9A13YygGfgWqHgyIReiKE4rlG2hoCAxsQAvD_BwE-cat11362450-kzoo%20exmoor-modexmoor&gad_source=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBnSJ7rMC3fui9b8yBVVztP-9fpH9A13YygGfgWqHgyIReiKE4rlG2hoCAxsQAvD_BwE,,HTTP success; content relevance not certified,
https://www.facebook.com/BudeCanal/,/bude-whats-on-guide-october-half-term-2024/,200,https://www.facebook.com/BudeCanal/,,HTTP success; content relevance not certified,
https://www.facebook.com/HartlandFarmersMarketUK/,/top-holiday-ideas-bude/,200,https://www.facebook.com/HartlandFarmersMarketUK/,,HTTP success; content relevance not certified,
https://www.facebook.com/crackington.farmers.market/,/christmas-in-bude-2025/,200,https://www.facebook.com/crackington.farmers.market/,,HTTP success; content relevance not certified,
https://www.facebook.com/kernowfleece,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.facebook.com/kernowfleece,,HTTP success; content relevance not certified,
https://www.facebook.com/lucasandrosebude,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.facebook.com/lucasandrosebude,,HTTP success; content relevance not certified,
https://www.facebook.com/thebarrelatbude/?locale=en_GB,/bush-inn-morwenstow-best-pub-cornwall/,200,https://www.facebook.com/thebarrelatbude/?locale=en_GB,,HTTP success; content relevance not certified,
https://www.facebook.com/woodlandsmanorfarm.co.uk/,/; /contact-us/; /about-woodlands-manor-farm-holiday-cottages-with-a-pool/; /budhyn-yurt/; /bude-holiday-cottages/; /experiences-weddings-events/; /dog-friendly-holiday-cottages-bude/; /fenton-yurt/; /dog-rules/; /jasmine-cottage/; /holiday-cottage-direct-booking-woodlands-cornwall/; /honeysuckle-cottage/; /holiday-cottage-inventory/; /places-to-eat-in-bude/; /on-the-farm/; /lavender-cottage/; /news/; /special-offers/; /privacy/; /rose-cottage/; /reviews/; /the-little-extras/; /terms-conditions/; /the-coach-house/; /the-animals-at-woodlands/; /website-terms/; /things-to-do-in-bude/; /the-manor-house/; /the-stables/; /bude-literary-festival-2026/; /yurts/; /woodlands-manor-farm-wins-6-booking-com-traveller-choice-awards/; /what-our-visitors-say-about-their-stay-at-woodlands-manor-farm/; /the-magic-of-feed-the-animals/; /bush-inn-morwenstow-best-pub-cornwall/; /shopping-in-bude-unique-gifts-and-independent-stores/; /christmas-in-bude-2025/; /summerleaze-beach-top-20-uk-beach-l/; /the-best-bude-restaurants/; /sea-fishing-with-alastair-james-charters/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /wild-swimming-delights-near-woodlands-manor-farm/; /bude-whats-on-guide-october-half-term-2024/; /top-holiday-ideas-bude/; /discover-the-best-glamping-spots-in-cornwall-for-2025/; /experience-an-unforgettable-family-winter-break/; /tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/; /alpaca-walking-woodlands-manor-farm/; /discover-the-breathtaking-cycling-routes-of-north-cornwall/; /exciting-events-aplenty-in-bude-this-summer/; /our-brand-new-yurts-are-now-open/,200,https://www.facebook.com/woodlandsmanorfarm.co.uk/,,HTTP success; content relevance not certified,
https://www.google.com/search?q=google+reviews+woodlands+manor+farm+animals+feeding&rlz=1C5GCEM_enGB1126GB1136&oq=google+reviews+woodlands+manor+farm+animals+feeding+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQRRhA0gEKMTI0NDRqMGoxNagCCLACAfEFgvmfu68QZ-o&sourceid=chrome&ie=UTF-8,/the-magic-of-feed-the-animals/,200,https://www.google.com/search?q=google+reviews+woodlands+manor+farm+animals+feeding&rlz=1C5GCEM_enGB1126GB1136&oq=google+reviews+woodlands+manor+farm+animals+feeding+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQRRhA0gEKMTI0NDRqMGoxNagCCLACAfEFgvmfu68QZ-o&sourceid=chrome&ie=UTF-8&ucbcb=1,,HTTP success; content relevance not certified,
https://www.harrybaker.co/,/bude-literary-festival-2026/,200,https://www.harrybaker.co/,,HTTP success; content relevance not certified,
https://www.heligan.com/,/things-to-do-in-bude/; /bude-whats-on-guide-october-half-term-2024/,200,https://www.heligan.com/,,HTTP success; content relevance not certified,
https://www.holsworthygolfclub.co.uk/,/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,200,https://www.holsworthygolfclub.co.uk/,,HTTP success; content relevance not certified,
https://www.instagram.com/p/DXMz1eNjfeJ/,/bude-literary-festival-2026/,200,https://www.instagram.com/p/DXMz1eNjfeJ/,,HTTP success; content relevance not certified,
https://www.instagram.com/woodlandsmanorfarm/,/; /contact-us/; /about-woodlands-manor-farm-holiday-cottages-with-a-pool/; /budhyn-yurt/; /bude-holiday-cottages/; /experiences-weddings-events/; /dog-friendly-holiday-cottages-bude/; /fenton-yurt/; /dog-rules/; /jasmine-cottage/; /holiday-cottage-direct-booking-woodlands-cornwall/; /honeysuckle-cottage/; /holiday-cottage-inventory/; /places-to-eat-in-bude/; /on-the-farm/; /lavender-cottage/; /news/; /special-offers/; /privacy/; /rose-cottage/; /reviews/; /the-little-extras/; /terms-conditions/; /the-coach-house/; /the-animals-at-woodlands/; /website-terms/; /things-to-do-in-bude/; /the-manor-house/; /the-stables/; /bude-literary-festival-2026/; /yurts/; /woodlands-manor-farm-wins-6-booking-com-traveller-choice-awards/; /what-our-visitors-say-about-their-stay-at-woodlands-manor-farm/; /the-magic-of-feed-the-animals/; /bush-inn-morwenstow-best-pub-cornwall/; /shopping-in-bude-unique-gifts-and-independent-stores/; /christmas-in-bude-2025/; /summerleaze-beach-top-20-uk-beach-l/; /the-best-bude-restaurants/; /sea-fishing-with-alastair-james-charters/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /wild-swimming-delights-near-woodlands-manor-farm/; /bude-whats-on-guide-october-half-term-2024/; /top-holiday-ideas-bude/; /discover-the-best-glamping-spots-in-cornwall-for-2025/; /experience-an-unforgettable-family-winter-break/; /tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/; /alpaca-walking-woodlands-manor-farm/; /discover-the-breathtaking-cycling-routes-of-north-cornwall/; /exciting-events-aplenty-in-bude-this-summer/; /our-brand-new-yurts-are-now-open/,200,https://www.instagram.com/woodlandsmanorfarm/,,HTTP success; content relevance not certified,
https://www.ivyleafgolf.com/,/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,200,https://www.ivyleafgolf.com/,,HTTP success; content relevance not certified,
https://www.janetstreetporter.com/,/bude-literary-festival-2026/,200,https://www.janetstreetporter.com/,,HTTP success; content relevance not certified,
https://www.kentsofcornwall.com/,/our-brand-new-yurts-are-now-open/,200,https://kentsofcornwall.com/,,HTTP success; content relevance not certified,
https://www.mountainwarehouse.com/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.mountainwarehouse.com/,,HTTP success; content relevance not certified,
https://www.nationaltrust.org.uk/duckpool,/summerleaze-beach-top-20-uk-beach-l/; /our-brand-new-yurts-are-now-open/,200,https://www.nationaltrust.org.uk/visit/cornwall/duckpool,,HTTP success; content relevance not certified,
https://www.nationaltrust.org.uk/sandymouth,/our-brand-new-yurts-are-now-open/,200,https://www.nationaltrust.org.uk/visit/cornwall/sandymouth,,HTTP success; content relevance not certified,
https://www.nationaltrust.org.uk/visit/cornwall/duckpool,/summerleaze-beach-top-20-uk-beach-l/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.nationaltrust.org.uk/visit/cornwall/duckpool,,HTTP success; content relevance not certified,
https://www.nationaltrust.org.uk/visit/cornwall/northcott-mouth,/summerleaze-beach-top-20-uk-beach-l/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.nationaltrust.org.uk/visit/cornwall/northcott-mouth,,HTTP success; content relevance not certified,
https://www.nationaltrust.org.uk/visit/cornwall/sandymouth,/summerleaze-beach-top-20-uk-beach-l/,200,https://www.nationaltrust.org.uk/visit/cornwall/sandymouth,,HTTP success; content relevance not certified,
https://www.northcoastwinelounge.co.uk/,/bush-inn-morwenstow-best-pub-cornwall/; /discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.northcoastwinelounge.co.uk/,,HTTP success; content relevance not certified,
https://www.northcoastwinelounge.co.uk/thebarstool,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.northcoastwinelounge.co.uk/thebarstool,,HTTP success; content relevance not certified,
https://www.northdevonwakepark.co.uk/,/top-holiday-ideas-bude/,200,https://www.northdevonwakepark.co.uk/,,HTTP success; content relevance not certified,
https://www.oliveandco-bude.co.uk/,/places-to-eat-in-bude/,,,TypeError: fetch failed,hostname lookup failed independently,DNS ENOTFOUND confirmed during audit
https://www.olivetreebude.co.uk/,/bude-whats-on-guide-october-half-term-2024/,200,https://www.olivetreebude.co.uk/,,HTTP success; content relevance not certified,
https://www.parkrun.org.uk/tamarlakes/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,403,https://www.parkrun.org.uk/tamarlakes/,,uncertain; manual check,Access denied may be bot protection; do not assume destination is broken
https://www.pattardrestaurant.co.uk/,/the-best-bude-restaurants/,200,https://www.pattardrestaurant.co.uk/,,HTTP success; content relevance not certified,
https://www.peacocks.co.uk/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.peacocks.co.uk/,,HTTP success; content relevance not certified,
https://www.penguin.co.uk/books/463358/the-leopard-in-my-house-by-steel-mark/9781529941036,/bude-literary-festival-2026/,200,https://www.penguin.co.uk/books/463358/the-leopard-in-my-house-by-steel-mark/9781529941036,,HTTP success; content relevance not certified,
https://www.pitchup.com/search/England/South_West/Cornwall/Bude/?type=13&type=7,/discover-the-best-glamping-spots-in-cornwall-for-2025/,403,https://www.pitchup.com/search/England/South_West/Cornwall/Bude/?type=13&type=7,,uncertain; manual check,Access denied may be bot protection; do not assume destination is broken
