path,first_http_status,final_http_status,final_preview_url,in_new_sitemap,title,meta_description,canonical,meta_robots,preview_x_robots_tag,h1_count,open_graph_title,open_graph_url,twitter_title,note
/discover-the-breathtaking-cycling-routes-of-north-cornwall/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/discover-the-breathtaking-cycling-routes-of-north-cornwall/,True,Discover the Breathtaking Cycling Routes of North Cornwall — Woodlands Manor Farm,"Enjoy a cycling experience you won't forget. From local routes to established cycling trails, our North Cornwall surroundings offer something for everyone.",https://woodlandsmanorfarm.co.uk/discover-the-breathtaking-cycling-routes-of-north-cornwall/,"index, follow","noindex, nofollow",1,Discover the Breathtaking Cycling Routes of North Cornwall,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/dog-friendly-holiday-cottages-bude/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/dog-friendly-holiday-cottages-bude/,True,"Dog Friendly Holiday Cottages in Bude, Cornwall — Woodlands Manor Farm","Dog friendly holiday cottages and glamping yurts in Bude, North Cornwall. All nine properties welcome well-behaved dogs — 15 acres of off-lead woodland, an open meadow, dog-friendly beaches at Sandymouth and Duckpool, and dog-friendly pubs nearby. £25 per dog.",https://woodlandsmanorfarm.co.uk/dog-friendly-holiday-cottages-bude/,"index, follow","noindex, nofollow",1,"Dog Friendly Holiday Cottages in Bude, Cornwall — Woodlands Manor Farm",,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/dog-rules/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/dog-rules/,True,Dog Rules — Woodlands Manor Farm,Our dog policy at Woodlands Manor Farm — well-behaved dogs are very welcome in every cottage and yurt.,https://woodlandsmanorfarm.co.uk/dog-rules/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/exciting-events-aplenty-in-bude-this-summer/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/exciting-events-aplenty-in-bude-this-summer/,True,Exciting Events Aplenty in Bude this Summer — Woodlands Manor Farm,There are a number of amazing events planned in Bude this summer and Woodlands Manor Farm offers the perfect base to get involved and make the most of them.,https://woodlandsmanorfarm.co.uk/exciting-events-aplenty-in-bude-this-summer/,"index, follow","noindex, nofollow",1,Exciting Events Aplenty in Bude this Summer,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/experience-an-unforgettable-family-winter-break/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/experience-an-unforgettable-family-winter-break/,True,Experience an Unforgettable Winter Break for the Whole Family — Woodlands Manor Farm,At Woodlands Manor Farm our family holiday cottages and luxury yurts are the ideal destination for a memorable Winter break with the whole family.,https://woodlandsmanorfarm.co.uk/experience-an-unforgettable-family-winter-break/,"index, follow","noindex, nofollow",1,Experience an Unforgettable Winter Break for the Whole Family,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/experiences-weddings-events/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/experiences-weddings-events/,True,"Experiences, Weddings & Events — Woodlands Manor Farm","Hire Woodlands Manor Farm exclusively for weddings, family celebrations, retreats — or join the Feed the Animals tour, pony experience or a surf lesson.",https://woodlandsmanorfarm.co.uk/experiences-weddings-events/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/fenton-yurt/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/fenton-yurt/,True,Fenton Yurt — Glamping in Bude — Woodlands Manor Farm,"Sister yurt to Budhyn, nestled by the woodland — wood burner, private kitchen & bathroom, sleeps 4.",https://woodlandsmanorfarm.co.uk/fenton-yurt/,"index, follow","noindex, nofollow",1,Fenton Yurt — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/fishing-in-and-around-bude/,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,True,Things to Do in Bude — Woodlands Manor Farm,"Beaches, surf schools, coastal walks, gardens and family days out within easy reach of Woodlands Manor Farm.",https://woodlandsmanorfarm.co.uk/things-to-do-in-bude/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",Metadata belongs to redirect destination
/holiday-cottage-direct-booking-woodlands-cornwall/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/holiday-cottage-direct-booking-woodlands-cornwall/,True,Book Direct — Best Price Guaranteed — Woodlands Manor Farm,"Book a holiday cottage or yurt direct with Woodlands Manor Farm — no booking fees, best price guaranteed, talk to Andy & Ruth direct.",https://woodlandsmanorfarm.co.uk/holiday-cottage-direct-booking-woodlands-cornwall/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/holiday-cottage-inventory/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/holiday-cottage-inventory/,True,Holiday Cottage Inventory — Woodlands Manor Farm,"Every appliance, utensil and amenity provided in our self-catering cottages and yurts at Woodlands Manor Farm.",https://woodlandsmanorfarm.co.uk/holiday-cottage-inventory/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/honeysuckle-cottage/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/honeysuckle-cottage/,True,Honeysuckle Cottage — Sleeps 2 — Woodlands Manor Farm,Intimate one-bedroom cottage ideal for couples.,https://woodlandsmanorfarm.co.uk/honeysuckle-cottage/,"index, follow","noindex, nofollow",1,Honeysuckle Cottage — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/jasmine-cottage/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/jasmine-cottage/,True,Jasmine Cottage — Sleeps 6 — Woodlands Manor Farm,Light-filled cottage with a private patio overlooking the meadow.,https://woodlandsmanorfarm.co.uk/jasmine-cottage/,"index, follow","noindex, nofollow",1,Jasmine Cottage — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/lavender-cottage/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/lavender-cottage/,True,Lavender Cottage — Sleeps 4 — Woodlands Manor Farm,Cosy stone cottage with woodburner and country-style kitchen.,https://woodlandsmanorfarm.co.uk/lavender-cottage/,"index, follow","noindex, nofollow",1,Lavender Cottage — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/local-surf-schools-bude/,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,True,Things to Do in Bude — Woodlands Manor Farm,"Beaches, surf schools, coastal walks, gardens and family days out within easy reach of Woodlands Manor Farm.",https://woodlandsmanorfarm.co.uk/things-to-do-in-bude/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",Metadata belongs to redirect destination
/news/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/news/,True,News & Stories — Woodlands Manor Farm,"News, guides and stories from Woodlands Manor Farm — Bude, Cornwall and what's on at the farm.",https://woodlandsmanorfarm.co.uk/news/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/on-the-farm/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/on-the-farm/,True,Farm Holidays in Cornwall — Stay on a Real Cornish Farm — Woodlands Manor Farm,"Farm holidays in Bude, North Cornwall — stay on a real Cornish farm with free animal feeding twice a week, pony experiences, alpacas, pigs, goats and chickens, plus a heated indoor pool and cottages sleeping 2 to 12.",https://woodlandsmanorfarm.co.uk/on-the-farm/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/our-brand-new-yurts-are-now-open/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/our-brand-new-yurts-are-now-open/,True,Our Brand New Yurts are now Open! — Woodlands Manor Farm,Our new Yurts are the perfect location for a relaxing glamping getaway. Enjoy the perfect balance of luxury and the stunning outdoors at Woodlands Manor Farm.,https://woodlandsmanorfarm.co.uk/our-brand-new-yurts-are-now-open/,"index, follow","noindex, nofollow",1,Our Brand New Yurts are now Open!,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/places-to-eat-in-bude/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/places-to-eat-in-bude/,True,Places to Eat in Bude — Woodlands Manor Farm,"Our hand-picked guide to restaurants, pubs, cafés and beach cafes near Bude.",https://woodlandsmanorfarm.co.uk/places-to-eat-in-bude/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/privacy/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/privacy/,False,Privacy Policy — Woodlands Manor Farm,"How Woodlands Manor Farm collects, uses and protects your personal data.",https://woodlandsmanorfarm.co.uk/privacy/,"noindex, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/reviews/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/reviews/,True,Guest Reviews — Woodlands Manor Farm,"Real guest reviews of Woodlands Manor Farm — rated 4.9 out of 5 across 116 Google reviews, plus 5-star ratings on TripAdvisor, Booking.com and Airbnb.",https://woodlandsmanorfarm.co.uk/reviews/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/rose-cottage/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/rose-cottage/,True,Rose Cottage — Sleeps 8 — Woodlands Manor Farm,"Two-lounge converted barn with stone fireplace, sleeps 8.",https://woodlandsmanorfarm.co.uk/rose-cottage/,"index, follow","noindex, nofollow",1,Rose Cottage — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/sea-fishing-with-alastair-james-charters/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/sea-fishing-with-alastair-james-charters/,True,Sea Fishing with Alastair James Charters - around the North Devon and Cornwall Coastline — Woodlands Manor Farm,Experience the thrill of sea fishing in Devon and Cornwall with Alastair James Charters. Book your fishing adventure today!,https://woodlandsmanorfarm.co.uk/sea-fishing-with-alastair-james-charters/,"index, follow","noindex, nofollow",1,Sea Fishing with Alastair James Charters - around the North Devon and Cornwall Coastline,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/shopping-in-bude-unique-gifts-and-independent-stores/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/shopping-in-bude-unique-gifts-and-independent-stores/,True,Shopping in Bude: Unique Gifts and Independent Stores — Woodlands Manor Farm,"Shopping in Bude? Discover our favourite Independent and local stories in Bude, Cornwall — from independent boutiques and artisan gift shops to local galleries and stylish clothing stores.",https://woodlandsmanorfarm.co.uk/shopping-in-bude-unique-gifts-and-independent-stores/,"index, follow","noindex, nofollow",1,Shopping in Bude: Unique Gifts and Independent Stores,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/special-offers/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/special-offers/,True,Special Offers — Woodlands Manor Farm,"Last-minute deals, seasonal breaks, multi-night discounts and returning guest offers at Woodlands Manor Farm in Bude, Cornwall.",https://woodlandsmanorfarm.co.uk/special-offers/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/summerleaze-beach-top-20-uk-beach-l/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/summerleaze-beach-top-20-uk-beach-l/,True,Summerleaze Beach - Top 50 UK Beach — Woodlands Manor Farm,"All in Bude are super proud that Summerleaze Beach, has been celebrated as one of the top 50 beaches in the UK by The Times newspaper.",https://woodlandsmanorfarm.co.uk/summerleaze-beach-top-20-uk-beach-l/,"index, follow","noindex, nofollow",1,Summerleaze Beach - Top 50 UK Beach,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,True,Enjoy the Top 5 Golf Courses in Bude - North Cornwall — Woodlands Manor Farm,"Check out our top 5 golf courses. Seasoned pro or casual player, Woodlands Manor Farm is the ideal base for your Cornish golfing getaway.",https://woodlandsmanorfarm.co.uk/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,"index, follow","noindex, nofollow",1,Enjoy the Top 5 Golf Courses in Bude - North Cornwall,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/terms-conditions/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/terms-conditions/,False,Terms & Conditions — Woodlands Manor Farm,"Booking terms and conditions for stays at Woodlands Manor Farm in Bude, Cornwall.",https://woodlandsmanorfarm.co.uk/terms-conditions/,"noindex, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-animals-at-woodlands/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-animals-at-woodlands/,True,Meet the Farm Animals — Free Feed the Animals Sessions — Woodlands Manor Farm,"Meet the alpacas, ponies, pygmy goats, Kune Kune pigs, sheep, rabbits and Growler the farm cat at Woodlands Manor Farm, Bude. Free Feed the Animals sessions every Sunday (8.30am) and Wednesday (8am) for all guests.",https://woodlandsmanorfarm.co.uk/the-animals-at-woodlands/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-best-bude-restaurants/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-best-bude-restaurants/,True,Discover the Best Bude Restaurants — Woodlands Manor Farm,"Discover the best Bude restaurants, our top picks includes something for everyone from the best in Bude Posh dining to relaxing beach cafes.",https://woodlandsmanorfarm.co.uk/the-best-bude-restaurants/,"index, follow","noindex, nofollow",1,Discover the Best Bude Restaurants,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-coach-house/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-coach-house/,True,The Coach House — Sleeps 2 — Woodlands Manor Farm,Ivy-clad couples' retreat with vaulted beams and super-king bed.,https://woodlandsmanorfarm.co.uk/the-coach-house/,"index, follow","noindex, nofollow",1,The Coach House — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-little-extras/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-little-extras/,True,The Little Extras — Woodlands Manor Farm,"Welcome packs, breakfast hampers, a private chef, in-cottage spa treatments, grocery delivery and EV charging — the optional extras you can arrange before your stay.",https://woodlandsmanorfarm.co.uk/the-little-extras/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-magic-of-feed-the-animals/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-magic-of-feed-the-animals/,True,The Magic of Feed The Animals — Woodlands Manor Farm,"Join us at Woodlands Manor Farm to feed the animals and create unforgettable memories with rabbits, goats, and more.",https://woodlandsmanorfarm.co.uk/the-magic-of-feed-the-animals/,"index, follow","noindex, nofollow",1,The Magic of Feed The Animals,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-manor-house/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-manor-house/,True,The Manor House — Sleeps 12 — Woodlands Manor Farm,"The original 17th-century farmhouse — six bedrooms, sleeps twelve, perfect for large family gatherings.",https://woodlandsmanorfarm.co.uk/the-manor-house/,"index, follow","noindex, nofollow",1,The Manor House — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/the-stables/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-stables/,True,The Stables — Sleeps 4 — Woodlands Manor Farm,Single-storey conversion with valley views and freestanding bath.,https://woodlandsmanorfarm.co.uk/the-stables/,"index, follow","noindex, nofollow",1,The Stables — Woodlands Manor Farm,,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/things-to-do-in-bude/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,True,Things to Do in Bude — Woodlands Manor Farm,"Beaches, surf schools, coastal walks, gardens and family days out within easy reach of Woodlands Manor Farm.",https://woodlandsmanorfarm.co.uk/things-to-do-in-bude/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,True,"10 Reasons Bude offers the Perfect Family-Friendly Holidays, Cornwall — Woodlands Manor Farm",Explore the best family-friendly holidays in Cornwall with Bude's stunning beaches and attractions that everyone will love.,https://woodlandsmanorfarm.co.uk/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,"index, follow","noindex, nofollow",1,"10 Reasons Bude offers the Perfect Family-Friendly Holidays, Cornwall",,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/top-holiday-ideas-bude/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/top-holiday-ideas-bude/,True,"Top Holiday Ideas for Woodlands Manor Farm, Bude — Woodlands Manor Farm","Family Holiday Cottages North Cornwall Holiday Ideas for Woodlands Manor Farm – Bude  The Summer holiday season will be here before you know it, so here are a few of our favorite things to do when staying at Woodlands Manor Farm,  Bude. Hope you have fun making a short list! Walking We are extremely lucky…",https://woodlandsmanorfarm.co.uk/top-holiday-ideas-bude/,"index, follow","noindex, nofollow",1,"Top Holiday Ideas for Woodlands Manor Farm, Bude",,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/website-terms/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/website-terms/,False,Website Terms & Conditions — Woodlands Manor Farm,"Terms and conditions for using the Woodlands Manor Farm website, mailing list and live chat.",https://woodlandsmanorfarm.co.uk/website-terms/,"noindex, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
/what-our-visitors-say-about-their-stay-at-woodlands-manor-farm/,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/what-our-visitors-say-about-their-stay-at-woodlands-manor-farm/,False,What Our Visitors Say — Woodlands Manor Farm,"What guests say about staying at Woodlands Manor Farm in Bude, Cornwall.",https://woodlandsmanorfarm.co.uk/reviews/,"index, follow","noindex, nofollow",1,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",https://woodlandsmanorfarm.co.uk/,"Woodlands Manor Farm — Holiday Cottages with a Pool in Bude, Cornwall",
