old_path,discovery_source,preview_first_status,preview_final_status,preview_final_url,live_final_url_if_checked,proposed_destination,priority,action
/golitha-falls-autumn/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/golitha-falls-autumn/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/golitha-falls-autumn.jpg,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/holiday-cottage-direct-booking-woodlands-cornwall/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/holiday-cottage-direct-booking-woodlands-cornwall/,,,verified,Preserve working URL and content
/holiday-cottage-inventory/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/holiday-cottage-inventory/,,,verified,Preserve working URL and content
/hotel-term-condition/,configured redirect; live page sitemap,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/terms-conditions/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/little-extras/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/little-extras/,https://woodlandsmanorfarm.co.uk/little-extras/,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/local-bude-restaurants/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-best-bude-restaurants/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/local-surf-schools-bude/,configured redirect; live post sitemap,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,/local-surf-schools-bude/,before launch,"Restore original article (preferred), or consolidate substantive content deliberately; repair sitemap/cards"
/north-cornwall-cycling-routes-woodlands-manor-farm/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/discover-the-breathtaking-cycling-routes-of-north-cornwall/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/northcott-mouth/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/on-the-farm/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/on-the-farm/,,,verified,Preserve working URL and content
/on-the-farm/img_7897/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/on-the-farm/img_7897/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/04/IMG_7897-scaled.jpg,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/our-brand-new-yurts-are-now-open/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/our-brand-new-yurts-are-now-open/,,,verified,Preserve working URL and content
/out-about/,configured redirect; live page sitemap,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/places-to-eat-in-bude/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/places-to-eat-in-bude/,,,verified,Preserve working URL and content
/places-to-eat-in-bude/screenshot-2024-10-10-at-21-32-46/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/places-to-eat-in-bude/screenshot-2024-10-10-at-21-32-46/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/10/Screenshot-2024-10-10-at-21.32.46.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/places-to-eat-in-bude/screenshot-2024-10-10-at-21-38-42/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/places-to-eat-in-bude/screenshot-2024-10-10-at-21-38-42/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/10/Screenshot-2024-10-10-at-21.38.42.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/post-sitemap.xml,legacy asset/sitemap probe,404,404,,,/sitemap.xml,review,Submit new sitemap.xml; optionally redirect old sitemap entry point
/posts/,configured redirect; live post sitemap,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/news/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/respryn-bridge/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/respryn-bridge/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Respryn-Bridge.jpeg,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/sandymouth/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/screenshot-2024-05-02-at-11-05-16/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-05-16/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.05.16.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-06-41/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-06-41/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.06.41.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-06-53/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-06-53/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.06.53.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-07-15/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-07-15/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.07.15.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-07-37/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-07-37/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.07.37.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-08-35/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-08-35/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.08.35.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-14-41/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-14-41/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.14.41.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-18-33/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-18-33/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.18.33.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-22-00/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-22-00/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.22.00.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-25-15/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-25-15/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.25.15.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-11-27-14/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-11-27-14/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.27.14.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-14-22-07-2/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-14-22-07-2/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-14.22.07-1.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-02-at-14-22-36-2/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-02-at-14-22-36-2/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-14.22.36-1.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-03-at-11-21-06/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-03-at-11-21-06/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-03-at-11.21.06.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-03-at-11-21-57/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-03-at-11-21-57/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-03-at-11.21.57.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-03-at-11-23-40/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-03-at-11-23-40/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-03-at-11.23.40.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-05-03-at-11-39-20/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-05-03-at-11-39-20/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Screenshot-2024-05-03-at-11.39.20.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/screenshot-2024-07-19-at-22-09-22/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/screenshot-2024-07-19-at-22-09-22/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/07/Screenshot-2024-07-19-at-22.09.22.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/sea-fishing-with-alastair-james-charters/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/sea-fishing-with-alastair-james-charters/,,,verified,Preserve working URL and content
/shopping-in-bude-unique-gifts-and-independent-stores/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/shopping-in-bude-unique-gifts-and-independent-stores/,,,verified,Preserve working URL and content
/sitemap_index.xml,legacy asset/sitemap probe,404,404,,,/sitemap.xml,review,Submit new sitemap.xml; optionally redirect old sitemap entry point
/special-offers/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/special-offers/,,,verified,Preserve working URL and content
/st-nectans-glen_-waterfall-1-20mp-768x512/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/st-nectans-glen_-waterfall-1-20mp-768x512/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/St-Nectans-Glen_-Waterfall-1-20MP-768x512-1.jpeg,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/summerleaze-beach-top-20-uk-beach-l/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/summerleaze-beach-top-20-uk-beach-l/,,,verified,Preserve working URL and content
/summerleaze-beach/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/tag/alpaca-trekking/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/alpaca-trekking/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/alpaca-walking/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/alpaca-walking/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/alpacas/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/alpacas/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/autumn-break/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/autumn-break/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/beaches/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/beaches/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/bude-golf/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/bude-golf/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/bude/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/bude/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/cafes/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/cafes/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/child-friendly-holiday/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/child-friendly-holiday/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/competition/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/competition/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/cornwall-beaches/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/cornwall-beaches/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/cornwall-golf/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/cornwall-golf/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/cottages/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/cottages/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/cycling/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/cycling/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/eating-out/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/eating-out/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/family-holiday-cottage/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/family-holiday-cottage/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/family-holiday-cottages/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/family-holiday-cottages/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/family-holidays-in-cornwall-with-pool/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/family-holidays-in-cornwall-with-pool/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/farm-cottage-near-beach/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/farm-cottage-near-beach/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/fishing-in-bude/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/fishing-in-bude/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/glamping-cornwall/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/glamping-cornwall/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/glamping-near-beach/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/glamping-near-beach/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/glamping/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/glamping/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/golf/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/golf/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/golfing-getaway/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/golfing-getaway/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/holiday-cottages/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/holiday-cottages/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/holiday-near-beach/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/holiday-near-beach/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/luxury-holiday-cottages/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/luxury-holiday-cottages/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/luxury-yurts/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/luxury-yurts/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/north-cornwall/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/north-cornwall/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/restaurants/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/restaurants/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/self-catering-holiday-cottages/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/self-catering-holiday-cottages/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/summer-events/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/summer-events/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/surf-schools/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/surf-schools/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/surfing/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/surfing/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/whats-on-in-bude/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/whats-on-in-bude/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/yurts-bude/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/yurts-bude/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/yurts-cornwall/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/yurts-cornwall/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tag/yurts/,live post_tag sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tag/yurts/,,,review,Check traffic/incoming links; map only to equivalent content or intentionally retire
/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,,,verified,Preserve working URL and content
/terms-conditions/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/terms-conditions/,,,verified,Preserve working URL and content
